dutyName,dutyTel3,hpid,hv10,hv11,hv17,hv18,hv2,hv28,hv29,hv3,hv30,hv31,hv36,hv42,hv5,hv7,hvamyn,hvangioayn,hvcrrtayn,hvctayn,hvec,hvecmoayn,hvgc,hvhypoayn,hvidate,hvincuayn,hvmriayn,hvncc,hvoc,hvoxyayn,hvs01,hvs02,hvs03,hvs04,hvs05,hvs06,hvs07,hvs08,hvs19,hvs22,hvs26,hvs27,hvs28,hvs29,hvs30,hvs31,hvs32,hvs33,hvs34,hvs35,hvs37,hvs38,hvs50,hvs51,hvventiayn,hvventisoayn,phpid,rnum,hv35,hv40,hvicc,hvs17,hvs18,hvs24,hv26,hv41,hvs25,hvs58,query_sido,query_sigungu,hv27,hvs59,hv24,hv25,hv38,hv39,hv6,hv60,hv61,hv9,hvs12,hvs14,hvs21,hvs23,hvs56,hvs57,hvs60,hvs61,hv43,hvs36,hv13,hv14,hvcc,hvs11,hvs46,hvs47,hv32,hv34,hvs09,hvs15,hv16,hv19,hv21,hv22,hv23,hvs49,hvs52,hvs53,hvs54,hvs55,hvccc,hvs16,hv15,hv33,hv37,hvs10,hvs20,hvs48
의료법인 성수의료재단 인천백병원,032-280-8119,A1400007,,,,,,,,,1,,,,Y,,Y,N1,Y,Y,3,N1,26,N1,20260526115817,N1,Y,,4,N1,5,,,1,,,,,,4,,2,2,,6,,,1,,,,189,,,Y,N1,A1400007,4,,,4,12,,,,,,,인천광역시,동구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
인천사랑병원,032-457-2119,A1400016,,Y,,,,,1,,2,,,Y,Y,Y,Y,Y,Y,Y,9,N1,27,Y,20260526115953,Y,Y,,4,N1,14,,1,2,,,,,,7,1,2,1,1,12,,1,2,,1,,281,,,Y,N1,A1400016,1,1,,9,17,1,,,1,1,,인천광역시,미추홀구,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
현대유비스병원,032-890-5582,A1400004,,,,,,,1,,,,,,Y,Y,Y,Y,Y,Y,15,N1,44,N1,20260526115915,N1,Y,,6,N1,18,,1,,,,,,,6,,2,2,1,8,,,2,,,,285,,,Y,N1,A1400004,2,1,,0,13,1,,,,,,인천광역시,미추홀구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
가톨릭대학교 인천성모병원,032-280-6107,A1400012,Y,Y,,,2,,0,1,4,9,,Y,Y,Y,Y,Y,Y,Y,-11,Y,95,Y,20260526120015,Y,Y,3,6,N1,12,,0,6,12,15,18,13,,17,1,4,4,5,46,5,13,11,2,2,,579,,,Y,Y,A1400012,1,1,,,,10,,,4,9,,인천광역시,부평구,3,7,,,,,1,,,,15,,,,,,,,,,3,0,,,3,3,,,,,,,,,,,,,,,,,,,,,,
안은의료재단 부평세림병원,032-509-5777,A1400013,,,,,,,1,,3,,,,Y,Y,Y,Y,Y,Y,13,Y,73,N1,20260526115942,N1,Y,,0,N1,16,,1,3,,,,,,4,,3,2,1,9,,,1,1,,,237,,,Y,N1,A1400013,2,0,,7,13,2,,,0,2,,인천광역시,부평구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
가톨릭관동대학교국제성모병원,032-290-3065,A1400015,Y,Y,,,4,1,0,,0,,,Y,Y,Y,Y,Y,Y,Y,4,Y,114,Y,20260526115914,Y,Y,,2,N1,23,3,0,0,,40,,,,11,2,3,2,3,34,2,11,6,2,1,,623,,,Y,Y,A1400015,1,,1,,,,11,,3,3,,인천광역시,서구,,,,,,,-3,,,,13,,,,,,,,,,5,0,,,5,0,,,,,,,,,18,,,,,21,,,,,,,,
의료법인 루가의료재단 나은병원,032-584-4119,A1400003,,Y,,,2,,1,5,2,,,Y,Y,Y,Y,Y,Y,Y,8,Y,104,Y,20260526115719,Y,Y,,9,N1,11,,1,2,,14,13,,,10,1,2,2,3,17,,1,3,1,1,,367,,,Y,N1,A1400003,2,3,,,,3,,,8,9,,인천광역시,서구,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
검단탑병원,032-590-0077,A1400010,,,,,,,1,,2,,,,Y,Y,Y,Y,Y,Y,11,N1,44,N1,20260526115732,N1,Y,,6,N1,18,,1,2,,,,,,6,,2,2,1,11,,,1,,,,279,,,Y,N1,A1400010,3,0,,5,15,3,,,0,2,,인천광역시,서구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
온누리병원,032-568-9112,A1400005,,,,,,,1,,1,,,,Y,,Y,N1,N1,Y,8,N1,32,N1,20260526115822,N1,Y,,2,N1,9,,1,1,,,,,,3,,1,1,,5,,,,,,,190,,,Y,N1,A1400005,4,,,,,,,,,,,인천광역시,서구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(의)성세의료재단 뉴성민병원,032-726-1190,A1400008,,,,,,,,,1,,,,Y,,Y,N1,Y,Y,8,N1,134,N1,20260526115800,N1,Y,,4,N1,9,,,1,,,,,,6,,2,1,,1,,,2,,,,284,,,Y,N1,A1400008,5,2,,11,17,2,,,,,,인천광역시,서구,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
의료법인 나사렛의료재단 나사렛국제병원,032-899-9699,A1400011,,,,,,,1,,2,,,,Y,Y,Y,Y,Y,Y,12,N1,33,N1,20260526115549,N1,Y,,2,N1,17,,1,2,,,,,,5,,2,2,2,8,,,2,,,,282,,,Y,N1,A1400011,1,1,,-1,16,1,,,,,,인천광역시,연수구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
인천적십자병원,032-899-4119,A1400018,,,,,,,1,,1,,,,Y,,Y,N1,N1,Y,8,N1,76,N1,20260526115951,N1,Y,,3,N1,8,,1,1,,,,,,3,,1,1,,2,,,,,,,104,,,Y,N1,A1400018,2,,,1,8,,,,,,,인천광역시,연수구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
인천광역시의료원백령병원,032-836-1732,A1400037,Y,Y,,,,,,,1,,,,Y,,Y,N1,N1,Y,4,N1,30,N1,20260526120001,Y,N1,,1,N1,5,,,1,,,,,,1,,1,,,1,1,2,,,,,30,,,Y,Y,A1400037,1,,,,,,,,,,,인천광역시,옹진군,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
인하대학교의과대학부속병원,032-890-2301,A1400002,Y,Y,,,0,7,2,1,4,2,5,Y,Y,Y,Y,Y,Y,Y,1,Y,187,Y,20260526115912,Y,Y,2,2,Y,20,7,2,5,20,25,13,26,30,16,4,6,3,5,109,17,27,13,9,7,2,681,,,Y,Y,A1400002,1,0,8,2,23,3,15,,2,7,,인천광역시,중구,,,,,,,,,,,,,,,,,,,Y,1,,,,,,,1,2,3,7,1,,,,,1,,,,,,,1,0,2,2,6,1
인천기독병원,032-270-8300,A1400009,,,,,,,,,1,,,,Y,,Y,N1,N1,Y,7,N1,33,N1,20260526115912,N1,Y,,4,N1,8,,,1,,,,,,4,,1,1,,1,,,,,,,139,,,Y,N1,A1400009,2,,,4,10,,,,,,,인천광역시,중구,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전라남도강진의료원,061-430-1109,A2600050,,Y,,,,,,,2,,,Y,Y,,Y,N1,N1,Y,10,N1,124,N1,20260526115501,Y,Y,,3,N1,10,,,2,,,,,,3,1,1,1,,2,,2,,,,,171,,,Y,N1,A2600050,1,,,,,,,,,,,전라남도,강진군,,,,7,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
의료법인영성의료재단고흥종합병원,061-830-3118,A2600018,Y,Y,,,,,,,,,,Y,Y,,Y,N1,N1,Y,8,N1,150,N1,20260526115827,Y,Y,,2,N1,10,,,,,,,,,2,1,1,1,,4,1,1,,,,,271,,,Y,Y,A2600018,1,,,0,12,,,,,,,전라남도,고흥군,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
의료법인장호의료재단녹동현대병원,061-840-1119,A2600068,,,,,,,,,2,,,,Y,,Y,N1,N1,Y,3,N1,40,N1,20260526114944,N1,Y,,2,N1,3,,,2,,,,,,2,,1,1,,3,,,,,,,118,,,Y,N1,A2600068,2,,,,,,,,,,,전라남도,고흥군,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
곡성사랑병원,061-360-6008,A2600029,,,,,,,,,1,,,,Y,,Y,N1,N1,Y,5,N1,11,N1,20260526120029,N1,N1,,1,N1,5,,,1,,,,,,1,,1,,,1,,,,,,,46,,,Y,N1,A2600029,1,,11,,,,45,,,,,전라남도,곡성군,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
광양사랑병원,061-797-7119,A2600006,,,,,,,,,1,,,,Y,,Y,N1,Y,Y,8,N1,50,N1,20260526115649,N1,Y,,0,N1,9,,,1,,,,,,2,,1,1,,5,,,1,,,,149,,,Y,N1,A2600006,1,,,5,10,,,,,,,전라남도,광양시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
의료법인현경의료재단광양서울병원,061-798-9819,A2600024,,,,,,,,,1,,,,Y,,Y,N1,Y,Y,8,N1,69,N1,20260526120006,N1,Y,,3,N1,9,,,1,,,,,,3,,1,1,,3,,,1,,,,208,,,Y,N1,A2600024,2,,,,,,,,,,,전라남도,광양시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
구례병원,061-780-3200,A2600061,,,,,,,,,0,,,,Y,,Y,N1,N1,Y,10,N1,35,N1,20260526115554,N1,N1,,1,N1,10,,,0,,,,,,1,,1,,,1,,,,,,,97,,,Y,N1,A2600061,1,,,,,,,,,,,전라남도,구례군,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
나주종합병원,061-330-6112,A2600016,,,,,,,,,,,,,Y,,Y,N1,N1,Y,6,N1,67,N1,20260526115721,N1,Y,,0,N1,10,,,,,,,,,3,,1,1,,2,,,,,,,178,,,Y,N1,A2600016,1,,,,,,,,,,,전라남도,나주시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
빛가람종합병원,061-820-0909,A2602211,,,,,,,,,1,,,,Y,,Y,N1,N1,Y,4,N1,29,N1,20260526115831,N1,Y,,4,N1,9,,,1,,,,,,4,,1,1,,2,,,,,,,192,,,Y,N1,A2602211,2,,,,,,,,,,,전라남도,나주시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
담양사랑병원,061-380-9119,A2600054,,,,,,,,,2,,,,Y,,Y,N1,N1,Y,6,N1,34,N1,20260526120013,N1,N1,,2,N1,6,,,2,,,,,,2,,1,,,1,,,,,,,86,,,Y,N1,A2600054,1,,,,,,,,,,,전라남도,담양군,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
목포한국병원,061-270-5666,A2600011,Y,Y,,0,,3,2,,3,2,5,Y,Y,Y,Y,Y,Y,Y,6,Y,78,Y,20260526115659,Y,Y,,5,Y,16,3,2,3,20,,,,42,6,1,4,2,3,47,1,1,14,2,3,1,418,,1,Y,Y,A2600011,1,0,,0,27,1,,,1,2,,전라남도,목포시,,,,,3,1,,2,4,0,,20,40,2,,,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
의료법인목포구암의료재단목포중앙병원,061-280-3119,A2600017,,,,,,,2,,2,,,,Y,Y,Y,Y,Y,Y,11,N1,90,Y,20260526120035,N1,Y,,4,N1,16,,2,2,,,,,,4,,2,1,2,10,,,1,,1,,275,,,Y,N1,A2600017,2,2,1,8,16,2,49,,,,,전라남도,목포시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
의료법인해민의료재단 세안종합병원,061-260-6666,A2600007,,,,,,,,,2,,,,Y,,Y,N1,Y,Y,7,N1,65,N1,20260526115005,N1,Y,,2,N1,7,,,2,,,,,,2,,1,1,,7,,,1,,,,149,,,Y,N1,A2600007,3,1,30,1,17,2,208,,,,,전라남도,목포시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
목포기독병원,061-280-7119,A2600020,,,,,,,,,1,,,,Y,,Y,N1,Y,Y,13,N1,66,N1,20260526115959,N1,Y,,3,N1,17,,,1,,,,,,4,,1,2,,9,,,1,,,,340,,,Y,N1,A2600020,4,1,,5,14,3,,,,,,전라남도,목포시,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
목포시의료원,061-260-6400,A2600022,,,,,,,,,1,,,,Y,,Y,N1,N1,Y,7,N1,57,N1,20260526120001,N1,Y,,1,N1,9,,,1,,,,,,3,,1,1,,1,,,,,,,254,,,Y,N1,A2600022,5,,8,,,,45,,,,,전라남도,목포시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대송의료재단무안병원,061-450-3119,A2600003,,,,,,,,,1,,,,Y,,Y,N1,Y,Y,4,N1,82,N1,20260526115950,N1,Y,,1,N1,4,,,1,,,,,,2,,1,1,,1,,,1,,,,171,,,Y,N1,A2600003,1,,14,4,13,,105,,,,,전라남도,무안군,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
보성아산병원,061-850-3119,A2600052,,,,,,,,,1,,,,Y,,Y,N1,N1,Y,6,N1,40,N1,20260526115504,N1,N1,,2,N1,8,,,1,,,,,,2,,1,,,2,,,,,,,100,,,Y,N1,A2600052,1,,,,,,,,,,,전라남도,보성군,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
의료법인삼호의료재단벌교삼호병원,061-859-5119,A2600066,,,,,,,,,1,,,,Y,,Y,N1,N1,Y,6,N1,34,N1,20260526115215,N1,N1,,1,N1,6,,,1,,,,,,1,,1,,,1,,,,,,,80,,,Y,N1,A2600066,2,,76,,,,261,,,,,전라남도,보성군,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
성가롤로병원,061-720-6119,A2600019,N,Y,,1,0,2,2,0,3,0,14,Y,Y,Y,Y,Y,Y,Y,-5,Y,130,Y,20260526115552,Y,Y,,4,Y,18,4,2,3,25,7,11,,30,9,1,4,4,4,27,1,3,8,1,2,3,481,,4,Y,N,A2600019,1,0,,,,1,,,9,31,,전라남도,순천시,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,8,,,,,,,,,,,,,,,,,,
순천제일병원,061-720-3800,A2600008,,,,,,,,,1,,,,Y,,Y,N1,N1,Y,8,N1,-1,N1,20260526115547,N1,Y,,2,N1,9,,,1,,,,,,2,,1,1,,1,,,,,,,200,,,Y,N1,A2600008,2,,,,,,,,,,,전라남도,순천시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전라남도순천의료원,061-759-9119,A2600056,,,,,,,1,,1,,,,Y,,Y,N1,N1,Y,4,N1,41,N1,20260526115502,N1,Y,,3,N1,6,,1,1,,,,,,3,,1,1,,13,,,,,,,164,,,Y,N1,A2600056,3,,15,2,7,,80,,12,15,,전라남도,순천시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
의료법인한국의료재단한국병원,061-740-5119,A2600005,,,,,,,,,1,,,,Y,,Y,N1,N1,Y,10,N1,65,N1,20260526115935,N1,Y,,3,N1,11,,,1,,,,,,3,,1,1,,4,,,,,,,229,,,Y,N1,A2600005,4,,,2,9,,,,,,,전라남도,순천시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
순천중앙병원,061-749-5119,A2600004,,,,,,,,,1,,,,Y,,Y,N1,N1,Y,4,N1,49,N1,20260526115916,N1,Y,,2,N1,5,,,1,,,,,,2,,1,1,,1,,,,,,,200,,,Y,N1,A2600004,5,,,,,,,,,,,전라남도,순천시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
의료법인신안대우병원,061-262-3309,A2600051,,,,,,,,,1,,,,Y,,Y,N1,N1,Y,4,N1,28,N1,20260526115950,N1,N1,,,N1,4,,,1,,,,,,,,1,,,1,,,,,,,30,,,Y,N1,A2600051,1,,,,,,,,,,,전라남도,신안군,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
여천전남병원,061-690-6118,A2600014,,,,,,,1,,2,,,,Y,Y,Y,Y,Y,Y,15,N1,119,N1,20260526115539,N1,Y,,0,N1,17,,1,2,,,,,,5,,2,2,1,6,,,1,,,,299,,,Y,N1,A2600014,1,,,3,14,,,,,,,전라남도,여수시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
의료법인한마음의료재단여수제일병원,061-689-8119,A2600027,,Y,,,,,,,1,,,Y,Y,,Y,N1,Y,Y,5,Y,77,N1,20260526120013,Y,Y,,5,N1,9,,,1,,,,,,6,1,2,2,,5,,3,2,1,,,365,,,Y,N1,A2600027,2,1,,11,13,1,,,,,,전라남도,여수시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
여수전남병원,061-640-7118,A2600010,,,,,,,,,1,,,,Y,,Y,N1,Y,Y,8,N1,11,N1,20260526120009,N1,Y,,3,N1,10,,,1,,,,,,4,,2,1,,8,,,1,,,,272,,,Y,N1,A2600010,3,,,2,11,,,,,,,전라남도,여수시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
의료법인 거명의료재단 영광기독병원,061-350-3080,A2600034,,,,,,,,,1,,,,Y,,Y,N1,N1,Y,9,N1,45,N1,20260526115928,N1,Y,,2,N1,10,,,1,,,,,,2,,1,1,,3,,,,,,,195,,,Y,N1,A2600034,1,,,1,11,,,,,,,전라남도,영광군,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
영광종합병원,061-350-8129,A2600015,,Y,,,,,,,1,,,Y,Y,,Y,N1,N1,Y,9,N1,30,N1,20260526115855,Y,Y,,2,N1,10,,,1,,,,,,3,1,1,1,,4,,1,,,,,259,,,Y,N1,A2600015,2,,,2,7,,,,,,,전라남도,영광군,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
영암한국병원,061-470-7118,A2600070,,,,,,,,,0,,,,Y,,Y,N1,N1,Y,8,N1,32,N1,20260526115554,N1,N1,,2,N1,8,,,1,,,,,,2,,1,,,1,,,,,,,126,,,Y,N1,A2600070,1,,36,,,,172,,,,,전라남도,영암군,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
완도대성병원,061-554-9500,A2600032,,,,,,,,,1,,,,Y,,Y,N1,N1,Y,5,N1,43,N1,20260526120008,N1,N1,,1,N1,5,,,1,,,,,,1,,1,,,1,,,,,,,98,,,Y,N1,A2600032,1,,,,,,,,,,,전라남도,완도군,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
의료법인행복나눔의료재단장성병원,061-390-9119,A2600035,,,,,,,,,1,,,,Y,,Y,N1,N1,Y,3,N1,42,N1,20260526120019,N1,N1,,,N1,4,,,1,,,,,,1,,1,,,,,,,,,,109,,,N1,N1,A2600035,1,,,,,,16,,,,,전라남도,장성군,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
의료법인우범의료재단장흥종합병원,061-860-1119,A2600021,,,,,,,,,1,,,,Y,,Y,N1,N1,Y,9,N1,15,N1,20260526115745,N1,Y,,2,N1,9,,,1,,,,,,2,,1,1,,1,,,,,,,182,,,Y,N1,A2600021,1,,,,,,,,,,,전라남도,장흥군,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
장흥우리병원,061-860-0119,A2600037,,,,,,,,,1,,,,Y,,Y,N1,N1,Y,4,N1,58,N1,20260526115245,N1,Y,,2,N1,4,,,1,,,,,,2,,1,1,,1,,,,,,,140,,,Y,N1,A2600037,2,,,3,5,,,,,,,전라남도,장흥군,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
진도한국병원,061-544-2310,A2600040,,,,,,,,,1,,,,,,Y,N1,N1,N1,4,N1,24,N1,20260526115922,N1,N1,,,N1,4,,,1,,,,,,,,,,,,,,,,,,40,,,N1,N1,A2600040,1,,,,,,,,,,,전라남도,진도군,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
해남우리종합병원,061-530-7119,A2600077,,,,,,,,,4,,,,Y,,Y,N1,N1,Y,14,N1,80,N1,20260526115850,N1,Y,,2,N1,15,,,4,,,,,,2,,2,1,,9,,,,,,,342,,,Y,N1,A2600077,1,2,60,5,23,2,60,6,,,24,전라남도,해남군,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
의료법인행촌의료재단해남종합병원,061-530-0119,A2600009,,,,,,,,,1,,,Y,Y,,Y,N1,N1,Y,8,N1,164,N1,20260526120004,N1,Y,,3,N1,10,,,1,,,,,,3,1,1,1,,1,,,,,,,351,,,Y,N1,A2600009,2,,,2,18,,,18,,,18,전라남도,해남군,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
화순전남대학교병원,061-379-8882,A2600001,,Y,,,2,1,,10,-1,,,,Y,Y,Y,Y,Y,Y,0,Y,164,N1,20260526120000,Y,Y,1,2,N1,16,1,,2,,10,12,1,,12,,5,4,2,31,,1,7,1,,,548,,,Y,N1,A2600001,1,0,,,,2,,,5,5,,전라남도,화순군,,,,,,,,,,,,,,,,,,,,,1,2,,,1,4,,,,,,,,,,,,,,,,,,,,,,
의료법인석천재단고창병원,063-560-5558,A2500009,,,,,,,,,1,,,,Y,,Y,N1,N1,Y,7,N1,0,N1,20260526115657,N1,Y,,2,N1,10,,,1,,,,,,2,,1,1,,4,,,,,,,258,,,Y,N1,A2500009,1,,,,,,,,,,,전북특별자치도,고창군,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전북특별자치도군산의료원,063-472-5130,A2500007,,Y,,,,,1,,2,,,Y,Y,,Y,N1,N1,Y,9,N1,112,N1,20260526115702,Y,Y,,4,N1,17,,1,2,,,,,,6,1,1,1,,18,,2,,,,,292,,,Y,N1,A2500007,1,1,,10,20,2,,,,,,전북특별자치도,군산시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
의료법인오성의료재단동군산병원,063-440-0516,A2500012,,,,,,,1,,4,,,,Y,Y,Y,Y,Y,Y,15,N1,51,N1,20260526115933,N1,Y,,2,N1,17,,1,5,,,,,,6,,2,2,2,13,,,2,,,,265,,,Y,N1,A2500012,2,,,11,26,,,0,,,0,전북특별자치도,군산시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
김제우석병원,063-540-5119,A2500038,,,,,,,,,1,,,,Y,,Y,N1,N1,Y,9,N1,81,N1,20260526115640,N1,Y,,0,N1,10,,,1,,,,,,2,,1,1,,1,,,,,,,200,,,Y,N1,A2500038,1,,,,,,,,,,,전북특별자치도,김제시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전북특별자치도남원의료원,063-620-1119,A2500004,,Y,,,,,1,,2,,,Y,Y,,Y,N1,N1,Y,13,N1,104,N1,20260526120002,Y,Y,,3,N1,17,,1,2,,,,,,3,3,2,1,,10,,1,,,,,238,,,Y,N1,A2500004,1,1,,3,9,1,,,,,,전북특별자치도,남원시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
무주군보건의료원,063-320-8315,E2500019,,,,,,,,,1,,,,Y,,Y,N1,N1,Y,4,N1,24,N1,20260526120003,N1,N1,,,N1,4,,,1,,,,,,,,1,,,1,,,,,,,24,,,Y,N1,E2500019,1,,,,,,,,,,,전북특별자치도,무주군,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
부안성모병원,063-580-8119,A2500010,,,,,,,,,2,,,,Y,,Y,N1,N1,Y,10,N1,13,N1,20260526115100,N1,Y,,3,N1,10,,,2,,,,,,3,,1,1,,2,,,,,,,240,,,Y,N1,A2500010,1,,,9,9,,,,,,,전북특별자치도,부안군,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
순창군보건의료원,063-650-5352,E2500021,,,,,,,,,1,,,,Y,,Y,N1,N1,Y,9,N1,30,N1,20260526120003,N1,N1,,,N1,9,,,1,,,,,,,,1,,,1,,,,,,,30,,,Y,N1,E2500021,1,,,,,,,,,,,전북특별자치도,순창군,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
원광대학교병원,063-859-1165,A2500001,Y,Y,,2,2,3,,2,,-2,19,Y,Y,Y,Y,Y,Y,Y,0,Y,103,Y,20260526120019,Y,Y,5,3,Y,26,3,,,18,8,15,15,31,15,1,5,3,4,65,11,15,4,1,1,2,543,,2,Y,Y,A2500001,1,1,2,6,15,7,30,,0,2,,전북특별자치도,익산시,,,,,16,2,,2,6,3,,20,40,2,,,2,6,,,2,2,,,2,3,,3,,8,,,,,,,,,,,,,,,,,,
의료법인대산의료재단익산병원,063-840-9112,A2500011,,,,,,,1,,2,,,,Y,Y,Y,Y,N1,Y,8,N1,43,N1,20260526120002,N1,Y,,4,N1,17,,1,2,,,,,,5,,2,2,1,7,,,,,,,333,,,Y,N1,A2500011,2,0,,9,17,1,,,,,,전북특별자치도,익산시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
임실군보건의료원,063-640-3119,E2500022,,,,,,,,,1,,,,Y,,Y,N1,N1,Y,4,N1,,N1,20260526120003,N1,N1,,,N1,4,,,1,,,,,,,,1,,,1,,,,,,,,,,Y,N1,E2500022,1,,,,,,,,,,,전북특별자치도,임실군,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
장수군보건의료원,063-350-2119,E2500020,,,,,,,,,1,,,,,,Y,N1,N1,N1,5,N1,20,N1,20260526120003,N1,N1,,,N1,5,,,1,,,,,,,,,,,1,,,,,,,22,,,Y,N1,E2500020,1,,,,,,,,,,,전북특별자치도,장수군,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전북대학교병원,063-250-1131,A2500002,Y,Y,2,0,1,4,,2,,5,0,Y,Y,Y,Y,Y,Y,Y,14,Y,298,Y,20260526115725,Y,Y,10,10,N1,36,5,,,17,10,8,25,30,21,3,5,5,6,109,15,26,12,9,2,,820,2,1,Y,Y,A2500002,1,0,3,,,2,7,,15,15,,전북특별자치도,전주시,,,,,,,1,,,,11,,,,,,,,,,2,5,,,2,5,6,3,10,15,,,,,,,,,,,,,,,,,,
