realtime_hospital_name,realtime_emergency_tel,hpid,pediatric_ventilator_status,incubator_status,avail_er_dedicated_icu_negative_pressure,avail_er_dedicated_icu_general_isolation,avail_icu_internal_medicine,avail_pediatric_beds,avail_er_negative_pressure_isolation_beds,avail_icu_surgery,avail_er_general_isolation_beds,avail_er_dedicated_icu,avail_er_dedicated_inpatient_beds,delivery_room_status,ct_status,angio_status,available_ambulance_yn,available_angio_yn,available_crrt_yn,available_ct_yn,avail_er_general_beds,available_ecmo_yn,avail_inpatient_general_beds,available_targeted_temperature_management_yn,realtime_updated_at,available_incubator_yn,available_mri_yn,avail_icu_neonatal,avail_operating_rooms,available_hyperbaric_oxygen_yn,standard_er_general_beds,standard_pediatric_beds,standard_er_negative_pressure_isolation_beds,standard_er_general_isolation_beds,standard_er_dedicated_icu,standard_icu_internal_medicine,standard_icu_surgery,standard_icu_neonatal,standard_er_dedicated_inpatient_beds,standard_operating_rooms,standard_delivery_rooms,standard_ct,standard_mri,standard_angio,standard_ventilator_general,standard_ventilator_premature,standard_incubator,standard_crrt,standard_ecmo,standard_targeted_temperature_management,standard_hyperbaric_oxygen,standard_inpatient_general_beds,standard_er_dedicated_icu_negative_pressure,standard_er_dedicated_icu_general_isolation,available_ventilator_yn,available_ventilator_premature_yn,old_hpid,avail_icu_negative_pressure_isolation,avail_psychiatric_closed_ward_beds,avail_icu_general,standard_icu_general,standard_icu_negative_pressure_isolation,standard_psychiatric_closed_ward_beds,avail_infection_moderate_beds,avail_inpatient_negative_pressure_isolation,standard_inpatient_negative_pressure_isolation,standard_infection_moderate_beds,query_sido,query_sigungu,avail_cohort_isolation,standard_cohort_isolation,avail_infection_severe_beds,avail_infection_semi_severe_beds,avail_trauma_dedicated_inpatient_beds,avail_trauma_dedicated_operating_rooms,avail_icu_neurosurgery,avail_trauma_resuscitation_room,avail_trauma_patient_care_area,avail_icu_trauma,standard_icu_neurosurgery,standard_icu_trauma,standard_trauma_dedicated_inpatient_beds,standard_trauma_dedicated_operating_rooms,standard_infection_severe_beds,standard_infection_semi_severe_beds,standard_trauma_resuscitation_room,standard_trauma_patient_care_area,avail_burn_treatment_room,standard_burn_treatment_room,avail_isolation_negative_pressure_area_beds,avail_isolation_general_area_beds,avail_icu_neurology,standard_icu_neurology,standard_isolation_negative_pressure_area_beds,standard_isolation_general_area_beds,avail_icu_pediatric,avail_icu_cardiology,standard_icu_pediatric,standard_icu_cardiology,avail_pediatric_general_isolation,avail_er_dedicated_inpatient_negative_pressure,avail_er_dedicated_inpatient_general_isolation,avail_infectious_disease_icu_beds,avail_infectious_disease_icu_negative_pressure_beds,standard_pediatric_general_isolation,standard_er_dedicated_inpatient_negative_pressure,standard_er_dedicated_inpatient_general_isolation,standard_infectious_disease_icu_beds,standard_infectious_disease_icu_negative_pressure_beds,avail_icu_thoracic_surgery,standard_icu_thoracic_surgery,avail_pediatric_negative_pressure_isolation,avail_er_dedicated_pediatric_icu,avail_er_dedicated_pediatric_inpatient_beds,standard_er_dedicated_pediatric_icu,standard_er_dedicated_pediatric_inpatient_beds,standard_pediatric_negative_pressure_isolation,collected_at
비에이치에스한서병원,051-998-1119,A1200007,,,,,,,1.0,,0.0,,,,Y,Y,Y,Y,Y,Y,14,Y,98.0,N1,20260523193529,N1,Y,,4.0,N1,17.0,,1.0,2.0,,,,,,4.0,,1.0,1.0,2.0,11.0,,,1.0,1.0,,,283.0,,,Y,N1,A1200007,,,6.0,16.0,,,,,,,부산광역시,수영구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
의료법인 은성의료재단 좋은강안병원,051-610-9119,A1200008,,,,,,,1.0,,1.0,,,,Y,Y,Y,Y,Y,Y,2,Y,142.0,N1,20260523193523,N1,Y,,9.0,N1,15.0,,1.0,1.0,,,,,,9.0,,3.0,3.0,2.0,16.0,,,5.0,1.0,,,535.0,,,Y,N1,A1200008,0.0,,4.0,30.0,2.0,,,1.0,3.0,,부산광역시,수영구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
의료법인 센텀의료재단 센텀종합병원,051-750-5119,A1200098,,,,,,,,,1.0,,,,Y,Y,Y,Y,N1,Y,5,N1,76.0,N1,20260523193509,N1,Y,,9.0,N1,9.0,,,1.0,,,,,,9.0,,2.0,2.0,1.0,11.0,,,,,,,338.0,,,Y,N1,A1200098,1.0,,3.0,16.0,1.0,,,,,,부산광역시,수영구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
부산광역시의료원,051-607-2140,A1200024,,N,,,8.0,,1.0,9.0,1.0,,,N,Y,Y,Y,Y,Y,Y,17,N1,168.0,N1,20260523193332,N,Y,,7.0,N1,18.0,,1.0,1.0,,13.0,14.0,,,7.0,1.0,1.0,1.0,2.0,19.0,,2.0,4.0,,,,398.0,,,Y,N1,A1200024,,2.0,,,,29.0,,5.0,7.0,,부산광역시,연제구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
의료법인 행도의료재단 해동병원,051-410-6688,A1200012,,,,,,,1.0,,,,,,Y,,Y,N1,Y,Y,3,N1,57.0,N1,20260523193527,N1,Y,,3.0,Y,6.0,,1.0,,,,,,,3.0,,1.0,1.0,,5.0,,,1.0,,,12.0,256.0,,,Y,N1,A1200012,,,2.0,9.0,,,,0.0,0.0,,부산광역시,영도구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
영도병원,051-419-7575,A1200014,,,,,,,1.0,,1.0,,,,Y,,Y,N1,N1,Y,5,N1,19.0,N1,20260523193401,N1,Y,,3.0,N1,7.0,,1.0,1.0,,,,,,3.0,,1.0,1.0,,7.0,,,,,,,217.0,,,Y,N1,A1200014,,,0.0,10.0,,,,,,,부산광역시,영도구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
재단법인천주교부산교구유지재단 메리놀병원,051-461-2300,A1200023,,,,,,,,,1.0,,,Y,Y,Y,Y,Y,Y,Y,5,N1,98.0,N1,20260523193309,N1,Y,,8.0,N1,9.0,,,1.0,,,,,,8.0,1.0,1.0,1.0,1.0,9.0,,,2.0,,,,380.0,,,Y,N1,A1200023,1.0,,7.0,18.0,1.0,,,,,,부산광역시,중구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
인제대학교 해운대백병원,051-797-0135,A1200022,Y,Y,2.0,1.0,6.0,3.0,2.0,10.0,3.0,6.0,18.0,Y,Y,Y,Y,Y,Y,Y,20,Y,179.0,Y,20260523193020,Y,Y,0.0,22.0,N1,29.0,3.0,2.0,3.0,12.0,28.0,27.0,23.0,30.0,22.0,2.0,5.0,3.0,4.0,70.0,7.0,48.0,17.0,7.0,15.0,,710.0,5.0,3.0,Y,Y,A1200022,1.0,,,,2.0,,,0.0,7.0,,부산광역시,해운대구,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
의료법인 인당의료재단 해운대부민병원,051-602-8119,A1205143,,,,,,,1.0,,,,,,Y,Y,Y,Y,Y,Y,5,N1,62.0,N1,20260523193103,N1,Y,,8.0,Y,9.0,,1.0,,,,,,,8.0,,2.0,2.0,1.0,10.0,,,1.0,,,1.0,360.0,,,Y,N1,A1205143,0.0,,6.0,19.0,2.0,,,0.0,3.0,,부산광역시,해운대구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
연세대학교의과대학강남세브란스병원,02-2019-3333,A1100015,Y,Y,,,,1.0,1.0,,1.0,,,Y,Y,Y,Y,Y,Y,Y,6,Y,213.0,Y,20260523193132,Y,Y,0.0,23.0,N1,21.0,2.0,1.0,2.0,,,,28.0,,23.0,1.0,4.0,3.0,6.0,47.0,10.0,23.0,6.0,3.0,5.0,,691.0,,,Y,Y,A1100015,,,2.0,29.0,,,,5.0,5.0,,서울특별시,강남구,,,,,,,10.0,,,,12.0,,,,,,,,,,,,,,,,,3.0,,8.0,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
삼성서울병원,02-3410-2060,A1100010,Y,Y,,,5.0,2.0,2.0,21.0,2.0,,,Y,Y,Y,Y,Y,Y,Y,3,Y,444.0,Y,20260523193400,Y,Y,4.0,51.0,N1,52.0,4.0,2.0,2.0,,30.0,23.0,59.0,,53.0,8.0,19.0,16.0,15.0,117.0,22.0,43.0,21.0,11.0,2.0,,1527.0,,,Y,Y,A1100010,2.0,6.0,14.0,14.0,2.0,27.0,,13.0,18.0,,서울특별시,강남구,,,,,,,1.0,,,,12.0,,,,,,,,,,,,,,,,4.0,4.0,15.0,12.0,,,,,,,,,,,13.0,36.0,,,,,,,2026-05-23 19:35:48
강동경희대학교병원,02-440-7000,A1100043,Y,Y,2.0,,,3.0,0.0,,1.0,4.0,6.0,Y,Y,Y,Y,Y,Y,Y,-4,Y,241.0,Y,20260523193518,Y,Y,3.0,17.0,N,15.0,3.0,2.0,3.0,19.0,,,17.0,30.0,17.0,8.0,2.0,2.0,3.0,32.0,9.0,13.0,4.0,1.0,1.0,0.0,630.0,3.0,,Y,Y,A1100043,,,6.0,27.0,,,1.0,1.0,1.0,2.0,서울특별시,강동구,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
성심의료재단강동성심병원,02-2224-2358,A1100028,Y,Y,,,4.0,,1.0,,5.0,,,Y,Y,Y,Y,Y,Y,Y,6,Y,220.0,Y,20260523193427,Y,Y,3.0,13.0,N1,15.0,,1.0,6.0,,18.0,,3.0,,13.0,1.0,4.0,2.0,5.0,35.0,3.0,3.0,8.0,3.0,1.0,,566.0,,,Y,Y,A1100028,3.0,,4.0,19.0,5.0,,,1.0,2.0,,서울특별시,강동구,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
한국보훈복지의료공단중앙보훈병원,02-2225-1100,A1100053,,,,,8.0,,1.0,8.0,2.0,,,N,Y,Y,Y,Y,Y,Y,15,Y,204.0,N1,20260523193435,N1,Y,,14.0,N1,22.0,,1.0,2.0,,15.0,14.0,,,14.0,1.0,3.0,4.0,4.0,47.0,,,10.0,1.0,,,823.0,,,Y,N1,A1100053,1.0,35.0,,,1.0,60.0,,2.0,7.0,,서울특별시,강동구,,,,,,,3.0,,,,14.0,,,,,,,,,,,,,,,,,5.0,,10.0,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
이화여자대학교의과대학부속서울병원,02-6986-5119,A1120796,Y,Y,,,3.0,7.0,2.0,9.0,5.0,,,Y,Y,Y,Y,Y,Y,Y,4,Y,229.0,Y,20260523193038,Y,Y,2.0,19.0,N1,14.0,9.0,2.0,6.0,,10.0,17.0,24.0,,19.0,2.0,4.0,4.0,5.0,58.0,7.0,17.0,10.0,3.0,5.0,,732.0,,,Y,Y,A1120796,1.0,,0.0,11.0,7.0,,,5.0,6.0,,서울특별시,강서구,,,,,,,5.0,,,,17.0,,,,,,,,,,,,,,,,,5.0,,11.0,,,,,,,,,,,6.0,19.0,,,,,,,2026-05-23 19:35:48
부민병원,02-2620-0119,A1100036,,Y,,,,,1.0,,,,,Y,Y,Y,Y,Y,Y,Y,8,Y,59.0,N1,20260523193103,Y,Y,,7.0,N1,10.0,,1.0,,,,,,,7.0,1.0,3.0,3.0,1.0,22.0,,1.0,2.0,1.0,,,282.0,,,Y,N1,A1100036,1.0,,0.0,14.0,1.0,,,0.0,3.0,,서울특별시,강서구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
의료법인서울효천의료재단에이치플러스양지병원,070-4665-9119,A1100041,,,,,,,1.0,,2.0,,,,Y,Y,Y,Y,Y,Y,12,Y,33.0,Y,20260523193511,N1,Y,,7.0,N1,18.0,,1.0,2.0,,,,,,7.0,,2.0,3.0,3.0,23.0,,,4.0,1.0,1.0,,301.0,,,Y,N1,A1100041,0.0,,1.0,20.0,1.0,,,1.0,3.0,,서울특별시,관악구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
건국대학교병원,02-2030-5555,A1100002,Y,Y,,,12.0,4.0,1.0,14.0,2.0,,,Y,Y,Y,Y,Y,Y,Y,7,Y,197.0,Y,20260523193304,Y,Y,1.0,21.0,N1,20.0,4.0,1.0,2.0,,24.0,25.0,16.0,,21.0,2.0,4.0,4.0,5.0,45.0,7.0,18.0,7.0,3.0,14.0,,678.0,,,Y,Y,A1100002,1.0,5.0,,,1.0,14.0,,0.0,3.0,,서울특별시,광진구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
혜민병원,02-2049-9119,A1100051,,,,,,,1.0,,,,,,Y,,Y,N1,Y,Y,4,N1,31.0,N1,20260523193037,N1,Y,,5.0,N1,9.0,,1.0,,,,,,,5.0,,2.0,2.0,,16.0,,,2.0,,,,205.0,,,Y,N1,A1100051,,,10.0,19.0,,,,,,,서울특별시,광진구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
고려대학교의과대학부속구로병원,02-2626-1550,A1100014,Y,Y,,,1.0,2.0,,4.0,,3.0,7.0,Y,Y,Y,Y,Y,Y,Y,10,Y,146.0,Y,20260523193428,Y,Y,-1.0,24.0,N1,29.0,3.0,,,20.0,20.0,10.0,23.0,30.0,24.0,2.0,6.0,6.0,4.0,98.0,11.0,35.0,15.0,10.0,3.0,,778.0,,,Y,Y,A1100014,2.0,7.0,12.0,35.0,10.0,18.0,,4.0,4.0,,서울특별시,구로구,,,,,,,,,,,,,,,,,,,,,4.0,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
구로성심병원,02-2067-1515,A1100026,,,,,,,,,1.0,,,,Y,,Y,N1,N1,Y,7,N1,50.0,N1,20260523193353,N1,Y,,3.0,N1,9.0,,,1.0,,,,,,3.0,,1.0,1.0,,5.0,,,,,,,191.0,,,Y,N1,A1100026,,,5.0,11.0,,,,,,,서울특별시,구로구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
희명병원,02-809-0122,A1100049,,,,,,,,,1.0,,,,Y,,Y,N1,Y,Y,6,Y,129.0,N1,20260523193426,N1,Y,,4.0,N1,10.0,,,1.0,,,,,,4.0,,1.0,1.0,,9.0,,,1.0,1.0,,,228.0,,,Y,N1,A1100049,,,1.0,19.0,,,,,,,서울특별시,금천구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
인제대학교상계백병원,02-950-1119,A1100016,Y,Y,,,3.0,,1.0,2.0,2.0,,,Y,Y,Y,Y,Y,Y,Y,8,Y,112.0,Y,20260523193359,Y,Y,-1.0,13.0,N1,16.0,,1.0,2.0,,19.0,18.0,15.0,,13.0,2.0,3.0,2.0,3.0,36.0,10.0,25.0,10.0,3.0,1.0,,390.0,,,Y,Y,A1100016,1.0,3.0,,,4.0,5.0,,1.0,2.0,,서울특별시,노원구,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
노원을지대학교병원,02-970-8282,A1100048,Y,Y,,,4.0,,1.0,6.0,4.0,,,Y,Y,Y,Y,Y,Y,Y,9,Y,263.0,N1,20260523193102,Y,Y,0.0,11.0,N1,17.0,,1.0,4.0,,16.0,16.0,10.0,,11.0,3.0,2.0,2.0,2.0,26.0,8.0,19.0,3.0,1.0,,,479.0,,,Y,Y,A1100048,2.0,4.0,,,2.0,21.0,,1.0,1.0,,서울특별시,노원구,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
한국원자력의학원원자력병원,02-970-2620,A1100027,,Y,,,,,1.0,,1.0,,,Y,Y,Y,Y,Y,Y,Y,8,N1,266.0,N1,20260523193236,Y,Y,,10.0,N1,9.0,,1.0,1.0,,,,,,10.0,1.0,4.0,2.0,1.0,16.0,,2.0,1.0,,,,444.0,,,Y,N1,A1100027,1.0,,9.0,10.0,1.0,,,1.0,1.0,,서울특별시,노원구,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
의료법인한전의료재단한일병원,02-901-3119,A1100020,N,N,,,,2.0,2.0,,2.0,,,,Y,Y,Y,Y,Y,Y,4,N1,83.0,Y,20260523193503,N,Y,,8.0,Y,21.0,2.0,2.0,2.0,,,,,,8.0,,2.0,1.0,1.0,25.0,1.0,4.0,2.0,,4.0,2.0,392.0,,,Y,N,A1100020,0.0,,3.0,23.0,1.0,,,4.0,5.0,,서울특별시,도봉구,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
경희대학교병원,02-958-8114,A1100001,Y,Y,,,,1.0,2.0,,3.0,,2.0,Y,Y,Y,Y,Y,Y,Y,11,Y,244.0,Y,20260523193430,Y,Y,1.0,16.0,N1,15.0,3.0,2.0,3.0,,,,14.0,4.0,16.0,3.0,3.0,3.0,5.0,48.0,6.0,12.0,8.0,3.0,2.0,,653.0,,,Y,Y,A1100001,,2.0,28.0,73.0,,20.0,,8.0,9.0,,서울특별시,동대문구,,,,,,,7.0,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
삼육서울병원,02-2210-3566,A1100021,,N,,,,,1.0,,2.0,,,Y,Y,Y,Y,Y,Y,Y,13,Y,101.0,Y,20260523193403,N,Y,4.0,5.0,Y,13.0,,1.0,2.0,,,,4.0,,5.0,2.0,1.0,1.0,2.0,20.0,,4.0,5.0,2.0,1.0,1.0,392.0,,,Y,N1,A1100021,1.0,,2.0,17.0,1.0,,,4.0,4.0,,서울특별시,동대문구,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
서울특별시동부병원,02-920-9119,A1100022,,Y,,,,,1.0,,1.0,,,Y,Y,,Y,N1,Y,Y,8,N1,41.0,N1,20260523193520,Y,Y,,3.0,N1,8.0,,1.0,1.0,,,,,,3.0,1.0,1.0,1.0,,7.0,,1.0,1.0,,,,192.0,,,Y,N1,A1100022,1.0,,1.0,8.0,1.0,,,,,,서울특별시,동대문구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
서울성심병원,02-966-1616,A1100050,,,,,,,1.0,,2.0,,,,Y,,Y,N1,N1,Y,15,N1,80.0,N1,20260523193521,N1,Y,,6.0,N1,17.0,,1.0,2.0,,,,,,6.0,,1.0,1.0,,11.0,,,,,,,208.0,,,Y,N1,A1100050,,,10.0,10.0,,,,,,,서울특별시,동대문구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
서울특별시보라매병원,02-870-2119,A1100040,Y,Y,,,0.0,3.0,2.0,9.0,0.0,,,Y,Y,Y,Y,Y,Y,Y,21,Y,308.0,Y,20260523193500,Y,Y,6.0,14.0,N1,31.0,3.0,2.0,1.0,,15.0,16.0,14.0,,14.0,4.0,6.0,3.0,5.0,48.0,14.0,13.0,5.0,9.0,2.0,,695.0,,,Y,Y,A1100040,2.0,-2.0,,,4.0,14.0,,3.0,3.0,,서울특별시,동작구,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,4.0,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
중앙대학교병원,02-6299-1338,A1100003,Y,Y,,,5.0,3.0,1.0,4.0,2.0,,,Y,Y,Y,Y,Y,Y,Y,10,Y,234.0,Y,20260523193507,Y,Y,-1.0,15.0,N1,18.0,4.0,1.0,2.0,,22.0,17.0,17.0,,16.0,2.0,4.0,3.0,4.0,41.0,7.0,15.0,9.0,4.0,11.0,,631.0,,,Y,Y,A1100003,1.0,5.0,7.0,12.0,2.0,26.0,,0.0,2.0,,서울특별시,동작구,,,,4.0,,,,,,,,,,,,4.0,,,,,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
연세대학교의과대학세브란스병원,02-2227-7777,A1100007,Y,Y,,,2.0,2.0,1.0,18.0,3.0,,,Y,Y,Y,Y,Y,Y,Y,-1,Y,586.0,Y,20260523193536,Y,Y,11.0,2.0,N1,39.0,8.0,1.0,3.0,,29.0,32.0,52.0,,3.0,8.0,17.0,16.0,17.0,185.0,41.0,61.0,22.0,14.0,8.0,,1883.0,,,Y,Y,A1100007,4.0,7.0,15.0,18.0,8.0,29.0,,1.0,30.0,,서울특별시,서대문구,,,,,,,5.0,,,,29.0,,,,,,,,,1.0,,,6.0,10.0,,,6.0,12.0,22.0,23.0,1.0,,,,,1.0,,,,,2.0,16.0,1.0,2.0,1.0,2.0,6.0,1.0,2026-05-23 19:35:48
의료법인동신의료재단동신병원,02-396-9161,A1100025,N,N,,,,,,,1.0,,,N,Y,N,Y,N,Y,Y,4,N,59.0,N,20260523193241,N,Y,,3.0,N,9.0,,,1.0,,,,,,3.0,0.0,1.0,1.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,196.0,,,Y,N,A1100025,,,3.0,9.0,,,,,,,서울특별시,서대문구,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
학교법인가톨릭학원가톨릭대학교서울성모병원,02-2258-2370,A1100012,Y,Y,,,3.0,3.0,,18.0,,,,Y,Y,Y,Y,Y,Y,Y,-4,Y,332.0,Y,20260523193510,Y,Y,9.0,31.0,N1,28.0,7.0,,,,22.0,22.0,50.0,,32.0,2.0,9.0,10.0,8.0,80.0,40.0,39.0,11.0,9.0,4.0,,1059.0,,,Y,Y,A1100012,10.0,11.0,0.0,5.0,18.0,35.0,,3.0,10.0,,서울특별시,서초구,,,,,,,8.0,,,,19.0,,,,,,,,,,1.0,4.0,,,1.0,5.0,1.0,4.0,3.0,10.0,1.0,,,,,1.0,,,,,6.0,8.0,1.0,1.0,1.0,2.0,6.0,1.0,2026-05-23 19:35:48
기쁨병원,02-570-1212,A1122033,,,,,,,,,1.0,,,,Y,Y,Y,Y,N1,Y,1,N1,54.0,N1,20260523193459,N1,Y,,7.0,N1,4.0,,,1.0,,,,,,8.0,,2.0,2.0,1.0,1.0,,,,,,,110.0,,,Y,N1,A1122033,,,,,,,,,,,서울특별시,서초구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
한양대학교병원,02-2290-8284,A1100013,Y,Y,2.0,1.0,4.0,2.0,,4.0,,9.0,18.0,Y,Y,Y,Y,Y,Y,Y,11,Y,277.0,Y,20260523193259,Y,Y,3.0,16.0,Y,20.0,3.0,,,22.0,12.0,13.0,25.0,30.0,16.0,1.0,3.0,2.0,3.0,69.0,10.0,20.0,11.0,4.0,3.0,1.0,670.0,2.0,5.0,Y,Y,A1100013,2.0,0.0,0.0,0.0,2.0,16.0,,1.0,2.0,,서울특별시,성동구,,,,,,,,,,,,,,,,,,,,,4.0,6.0,,,4.0,8.0,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
학교법인고려중앙학원고려대학교의과대학부속병원(안암병원),02-920-5374,A1100008,Y,Y,0.0,,0.0,4.0,,5.0,,4.0,18.0,Y,Y,Y,Y,Y,Y,Y,6,Y,253.0,Y,20260523193206,Y,Y,0.0,23.0,N1,30.0,4.0,,,14.0,16.0,19.0,17.0,30.0,25.0,4.0,7.0,6.0,8.0,84.0,14.0,20.0,11.0,8.0,7.0,,777.0,6.0,,Y,Y,A1100008,1.0,1.0,,,6.0,10.0,,1.0,3.0,,서울특별시,성북구,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,2.0,7.0,,2.0,,9.0,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
재단법인아산사회복지재단서울아산병원,02-3010-3333,A1100009,Y,Y,1.0,3.0,4.0,2.0,1.0,10.0,9.0,2.0,,Y,Y,Y,Y,Y,Y,Y,10,Y,510.0,Y,20260523193415,Y,Y,11.0,2.0,Y,36.0,11.0,1.0,22.0,2.0,24.0,36.0,61.0,,4.0,8.0,21.0,15.0,17.0,190.0,33.0,49.0,30.0,14.0,5.0,1.0,2118.0,1.0,6.0,Y,Y,A1100009,15.0,2.0,8.0,9.0,45.0,20.0,,8.0,8.0,,서울특별시,송파구,,,,,,,2.0,,,,12.0,,,,,,,,,,,,7.0,13.0,,,2.0,1.0,26.0,12.0,1.0,,,,,1.0,,,,,3.0,12.0,1.0,2.0,3.0,2.0,6.0,2.0,2026-05-23 19:35:48
경찰병원,02-3400-1300,A1100039,,,,,,,1.0,,,,,,Y,,Y,N1,Y,Y,3,N1,141.0,N1,20260523193503,N1,Y,,7.0,N1,3.0,,1.0,,,,,,,7.0,,2.0,3.0,,10.0,,,2.0,,,,187.0,,,Y,N1,A1100039,2.0,,14.0,14.0,2.0,,,2.0,2.0,,서울특별시,송파구,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
이화여자대학교의과대학부속목동병원,02-2650-5911,A1100005,Y,Y,1.0,1.0,2.0,8.0,2.0,6.0,4.0,7.0,16.0,Y,Y,Y,Y,Y,Y,Y,7,Y,102.0,Y,20260523193442,Y,Y,10.0,13.0,N1,19.0,8.0,2.0,4.0,19.0,10.0,13.0,28.0,32.0,13.0,2.0,4.0,4.0,4.0,58.0,10.0,34.0,9.0,3.0,5.0,,526.0,1.0,1.0,Y,Y,A1100005,0.0,2.0,,,4.0,10.0,,3.0,9.0,,서울특별시,양천구,,,,,,,11.0,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
홍익병원,02-2600-0777,A1100019,,,,,,,,,1.0,,,,Y,Y,Y,Y,N,Y,4,N1,91.0,N1,20260523193357,N1,Y,,4.0,N1,9.0,,,1.0,,,,,,4.0,,4.0,2.0,2.0,7.0,,,1.0,,,,251.0,,,Y,N1,A1100019,1.0,,8.0,14.0,1.0,,,1.0,1.0,,서울특별시,양천구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
서울특별시서남병원,02-6300-9129,A1100223,,,,,,,1.0,,0.0,,,,Y,,Y,N1,Y,Y,5,Y,67.0,N1,20260523193000,N1,Y,,4.0,N1,6.0,,1.0,1.0,,,,,,4.0,,1.0,1.0,,16.0,,,1.0,1.0,,,275.0,,,Y,N1,A1100223,1.0,,5.0,17.0,1.0,,0.0,4.0,4.0,0.0,서울특별시,양천구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48
