hpid,old_hpid_x,hospital_name,dutyAddr,sido,sigungu,emergency_type_code,emergency_type_name,tel_main,emergency_tel,lat,lon,realtime_hospital_name,realtime_emergency_tel,pediatric_ventilator_status,incubator_status,avail_er_dedicated_icu_negative_pressure,avail_er_dedicated_icu_general_isolation,avail_icu_internal_medicine,avail_pediatric_beds,avail_er_negative_pressure_isolation_beds,avail_icu_surgery,avail_er_general_isolation_beds,avail_er_dedicated_icu,avail_er_dedicated_inpatient_beds,delivery_room_status,ct_status,angio_status,available_ambulance_yn,available_angio_yn,available_crrt_yn,available_ct_yn,avail_er_general_beds,available_ecmo_yn,avail_inpatient_general_beds,available_targeted_temperature_management_yn,realtime_updated_at,available_incubator_yn,available_mri_yn,avail_icu_neonatal,avail_operating_rooms,available_hyperbaric_oxygen_yn,standard_er_general_beds,standard_pediatric_beds,standard_er_negative_pressure_isolation_beds,standard_er_general_isolation_beds,standard_er_dedicated_icu,standard_icu_internal_medicine,standard_icu_surgery,standard_icu_neonatal,standard_er_dedicated_inpatient_beds,standard_operating_rooms,standard_delivery_rooms,standard_ct,standard_mri,standard_angio,standard_ventilator_general,standard_ventilator_premature,standard_incubator,standard_crrt,standard_ecmo,standard_targeted_temperature_management,standard_hyperbaric_oxygen,standard_inpatient_general_beds,standard_er_dedicated_icu_negative_pressure,standard_er_dedicated_icu_general_isolation,available_ventilator_yn,available_ventilator_premature_yn,old_hpid_y,avail_icu_negative_pressure_isolation,avail_psychiatric_closed_ward_beds,avail_icu_general,standard_icu_general,standard_icu_negative_pressure_isolation,standard_psychiatric_closed_ward_beds,avail_infection_moderate_beds,avail_inpatient_negative_pressure_isolation,standard_inpatient_negative_pressure_isolation,standard_infection_moderate_beds,query_sido,query_sigungu,avail_cohort_isolation,standard_cohort_isolation,avail_infection_severe_beds,avail_infection_semi_severe_beds,avail_trauma_dedicated_inpatient_beds,avail_trauma_dedicated_operating_rooms,avail_icu_neurosurgery,avail_trauma_resuscitation_room,avail_trauma_patient_care_area,avail_icu_trauma,standard_icu_neurosurgery,standard_icu_trauma,standard_trauma_dedicated_inpatient_beds,standard_trauma_dedicated_operating_rooms,standard_infection_severe_beds,standard_infection_semi_severe_beds,standard_trauma_resuscitation_room,standard_trauma_patient_care_area,avail_burn_treatment_room,standard_burn_treatment_room,avail_isolation_negative_pressure_area_beds,avail_isolation_general_area_beds,avail_icu_neurology,standard_icu_neurology,standard_isolation_negative_pressure_area_beds,standard_isolation_general_area_beds,avail_icu_pediatric,avail_icu_cardiology,standard_icu_pediatric,standard_icu_cardiology,avail_pediatric_general_isolation,avail_er_dedicated_inpatient_negative_pressure,avail_er_dedicated_inpatient_general_isolation,avail_infectious_disease_icu_beds,avail_infectious_disease_icu_negative_pressure_beds,standard_pediatric_general_isolation,standard_er_dedicated_inpatient_negative_pressure,standard_er_dedicated_inpatient_general_isolation,standard_infectious_disease_icu_beds,standard_infectious_disease_icu_negative_pressure_beds,avail_icu_thoracic_surgery,standard_icu_thoracic_surgery,avail_pediatric_negative_pressure_isolation,avail_er_dedicated_pediatric_icu,avail_er_dedicated_pediatric_inpatient_beds,standard_er_dedicated_pediatric_icu,standard_er_dedicated_pediatric_inpatient_beds,standard_pediatric_negative_pressure_isolation,collected_at,severe_hospital_name,severe_myocardial_infarction_reperfusion_yn,severe_infant_intussusception_obstruction_yn,severe_adult_gi_emergency_endoscopy_yn,severe_infant_gi_emergency_endoscopy_yn,severe_adult_bronchial_emergency_endoscopy_yn,severe_infant_bronchial_emergency_endoscopy_yn,severe_low_birth_weight_infant_intensive_care_yn,severe_obstetric_delivery_yn,severe_obstetric_surgery_yn,severe_gynecologic_surgery_yn,severe_burn_specialized_treatment_yn,severe_cerebral_infarction_reperfusion_yn,severe_finger_toe_replantation_yn,severe_other_limb_replantation_yn,severe_emergency_dialysis_hd_yn,severe_emergency_dialysis_crrt_yn,severe_psychiatric_emergency_closed_ward_yn,severe_ophthalmic_emergency_surgery_yn,severe_adult_interventional_radiology_yn,severe_infant_interventional_radiology_yn,severe_er_gatekeeper_yn,severe_subarachnoid_hemorrhage_surgery_yn,severe_other_cerebral_hemorrhage_surgery_yn,severe_thoracic_aortic_emergency_yn,severe_abdominal_aortic_emergency_yn,severe_gallbladder_disease_yn,severe_biliary_tract_disease_yn,severe_nontraumatic_abdominal_emergency_surgery_yn,severe_infant_intussusception_obstruction_msg,severe_infant_gi_emergency_endoscopy_msg,severe_low_birth_weight_infant_msg,severe_infant_interventional_radiology_msg,query_sido_severe,query_sigungu_severe,severe_infant_bronchial_emergency_endoscopy_msg,severe_collected_at
A2100042,A2100042,의료법인명지의료재단명지병원,경기도 고양시 덕양구 화수로14번길 55 (화정동),경기도,고양시,G001,권역응급의료센터,031-810-5114,031-810-7119,37.64207169115689,126.83145733035823,의료법인명지의료재단명지병원,031-810-7119,Y,Y,0.0,0.0,,0.0,0.0,,1.0,5.0,18.0,Y,Y,Y,Y,Y,Y,Y,9.0,Y,202.0,Y,20260523193500,Y,Y,3.0,13.0,Y,15.0,0.0,0.0,3.0,16.0,,,3.0,28.0,13.0,2.0,6.0,3.0,5.0,49.0,4.0,5.0,8.0,5.0,2.0,2.0,443.0,4.0,3.0,Y,Y,A2100042,4.0,0.0,9.0,31.0,4.0,0.0,0.0,0.0,0.0,0.0,경기도,고양시,,,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,1.0,3.0,2.0,,,3.0,2.0,,,,,2.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,,,,,,,,,2026-05-23 19:35:48,의료법인명지의료재단명지병원,Y,Y,Y,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,Y,Y,Y,Y,UNKNOWN,UNKNOWN,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,경기도,고양시,,2026-05-23 19:35:48
A2100290,A2100290,의료법인자인의료재단(더자인병원),"경기도 고양시 덕양구 중앙로 555, /중앙로557번길 14, 지하1(일부),1-6층 (행신동)",경기도,고양시,G007,지역응급의료기관,031-930-3114,031-930-3119,37.62297864974611,126.83568238933726,의료법인자인의료재단(더자인병원),031-930-3119,,,,,,,2.0,,2.0,,,,Y,Y,Y,Y,N1,Y,15.0,N1,90.0,N1,20260523193451,N1,N,,5.0,N1,16.0,,2.0,2.0,,,,,,5.0,,2.0,2.0,1.0,15.0,,,,,,,250.0,,,Y,N1,A2100290,,,,,,,,,,,경기도,고양시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48,의료법인자인의료재단(더자인병원),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,,경기도,고양시,,2026-05-23 19:35:48
A2100282,A2100282,에이치제이매그놀리아국제병원,경기도 가평군 설악면 미사리로 267-177,경기도,가평군,G009,응급실운영신고기관,031-589-4300,031-589-4465,37.69104512763415,127.52141322182568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2200016,A2200016,횡성대성병원,강원특별자치도 횡성군 횡성읍 횡성로 275,강원특별자치도,횡성군,G007,지역응급의료기관,033-343-0901,033-345-1191,37.47845901170136,127.97994775890872,횡성대성병원,033-345-1191,,,,,,,,,1.0,,,,Y,,Y,N1,N1,Y,6.0,N1,41.0,N1,20260523193441,N1,Y,,1.0,N1,9.0,,,1.0,,,,,,1.0,,1.0,1.0,,1.0,,,,,,,114.0,,,Y,N1,A2200016,,,,,,,,,,,강원특별자치도,횡성군,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48,횡성대성병원,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,,강원특별자치도,횡성군,,2026-05-23 19:35:48
E2200025,E2200025,화천군보건의료원,강원특별자치도 화천군 화천읍 강변로 111 (화천군보건의료원),강원특별자치도,화천군,G007,지역응급의료기관,033-441-4000,033-440-2880,38.1073824571151,127.708883438378,화천군보건의료원,033-440-2880,,,,,,,,,1.0,,,,,,Y,N1,N1,N1,7.0,N1,16.0,N1,20260523193500,N1,N1,,,N1,7.0,,,1.0,,,,,,,,,,,1.0,,,,,,,16.0,,,Y,N1,E2200025,,,,,,,,,,,강원특별자치도,화천군,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48,화천군보건의료원,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,,강원특별자치도,화천군,,2026-05-23 19:35:48
A2200014,A2200014,홍천아산병원,강원특별자치도 홍천군 홍천읍 산림공원1길 17,강원특별자치도,홍천군,G007,지역응급의료기관,033-430-5211,033-430-5119,37.69082165229579,127.89490721695594,홍천아산병원,033-430-5119,,,,,,,,,,,,,Y,,Y,N1,N1,Y,6.0,N1,23.0,N1,20260523193001,N1,Y,,2.0,N1,10.0,,,,,,,,,2.0,,1.0,1.0,,4.0,,,,,,,128.0,,,Y,N1,A2200014,,,0.0,7.0,,,,,,,강원특별자치도,홍천군,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48,홍천아산병원,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,,강원특별자치도,홍천군,,2026-05-23 19:35:48
E2200026,E2200026,평창군보건의료원,강원특별자치도 평창군 평창읍 노성로 11,강원특별자치도,평창군,G007,지역응급의료기관,033-332-4000,033-330-4812,37.360577433652736,128.3890508672411,평창군보건의료원,033-330-4812,,,,,,,,,1.0,,,,Y,,Y,N1,N1,Y,5.0,N1,20.0,N1,20260523193501,N1,N1,,,N1,6.0,,,1.0,,,,,,,,1.0,,,1.0,,,,,,,20.0,,,Y,N1,E2200026,,,,,,,,,,,강원특별자치도,평창군,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48,평창군보건의료원,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,,강원특별자치도,평창군,,2026-05-23 19:35:48
A2200004,A2200004,근로복지공단태백병원,"강원특별자치도 태백시 보드미길 8 (장성동, (장성동))",강원특별자치도,태백시,G007,지역응급의료기관,033-580-3114,033-580-3119,37.10404228529155,129.0042870499601,근로복지공단태백병원,033-580-3119,,,,,,,1.0,,,,,Y,Y,,Y,N1,N1,Y,6.0,N1,69.0,N1,20260523193400,N1,Y,,2.0,N1,9.0,,1.0,,,,,,,2.0,1.0,1.0,1.0,,8.0,,,,,,,223.0,,,Y,N1,A2200004,1.0,,3.0,9.0,1.0,,,,,,강원특별자치도,태백시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48,근로복지공단태백병원,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,,강원특별자치도,태백시,,2026-05-23 19:35:48
A2200013,A2200013,한림대학교춘천성심병원,강원특별자치도 춘천시 삭주로 77 (교동),강원특별자치도,춘천시,G001,권역응급의료센터,033-240-5000,033-240-5219,37.88413581388737,127.73989454269612,한림대학교춘천성심병원,033-240-5219,Y,Y,,0.0,,2.0,,,,1.0,18.0,Y,Y,Y,Y,Y,Y,Y,10.0,Y,101.0,Y,20260523193327,Y,Y,,9.0,Y,22.0,3.0,,,20.0,,,,45.0,9.0,1.0,2.0,2.0,3.0,33.0,1.0,4.0,6.0,2.0,1.0,1.0,252.0,,2.0,Y,Y,A2200013,1.0,,3.0,20.0,2.0,,,1.0,2.0,,강원특별자치도,춘천시,,,,,,,,,,,,,,,,,,,,1.0,2.0,3.0,0.0,8.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48,한림대학교춘천성심병원,Y,Y,Y,Y,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,UNKNOWN,Y,Y,UNKNOWN,Y,Y,UNKNOWN,Y,Y,Y,UNKNOWN,UNKNOWN,Y,Y,Y,,,,,강원특별자치도,춘천시,,2026-05-23 19:35:48
A2200009,A2200009,강원대학교병원,"강원특별자치도 춘천시 백령로 156-  (효자동,(효자동))",강원특별자치도,춘천시,G006,지역응급의료센터,033-258-2000,033-258-2293,37.87497158192399,127.74448573764938,강원대학교병원,033-258-2293,Y,Y,0.0,,5.0,2.0,2.0,,3.0,5.0,,Y,Y,Y,Y,Y,Y,Y,0.0,Y,256.0,Y,20260523193500,Y,Y,8.0,11.0,Y,15.0,6.0,2.0,3.0,5.0,10.0,,15.0,,11.0,3.0,4.0,2.0,4.0,43.0,13.0,24.0,12.0,3.0,10.0,0.0,508.0,0.0,,Y,Y,A2200009,2.0,4.0,,,2.0,16.0,,14.0,14.0,,강원특별자치도,춘천시,,,,,,,4.0,,,,8.0,,,,,,,,,0.0,,,,,,,7.0,7.0,8.0,8.0,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48,강원대학교병원,Y,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,Y,Y,Y,Y,UNKNOWN,Y,UNKNOWN,UNKNOWN,Y,Y,Y,UNKNOWN,UNKNOWN,UNKNOWN,Y,Y,Y,UNKNOWN,UNKNOWN,Y,Y,Y,,,,,강원특별자치도,춘천시,,2026-05-23 19:35:48
A2200033,A2200033,인성병원,강원특별자치도 춘천시 금강로 39 (낙원동),강원특별자치도,춘천시,G009,응급실운영신고기관,033-253-3030,033-259-8119,37.88124367430593,127.7268803699377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2201730,A2201730,철원병원,강원특별자치도 철원군 갈말읍 명성로 208-0,강원특별자치도,철원군,G007,지역응급의료기관,033-452-5011,033-452-5012,38.15033057072112,127.3080276881726,철원병원,033-452-5012,N,Y,,,,,1.0,,,,,Y,Y,N,Y,N,N,Y,4.0,N,38.0,N,20260523193001,Y,Y,,2.0,N,5.0,,1.0,,,,,,,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,68.0,,,Y,N,A2201730,,,,,,,,,,,강원특별자치도,철원군,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48,철원병원,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,,강원특별자치도,철원군,,2026-05-23 19:35:48
A2200048,A2200048,근로복지공단정선병원,강원특별자치도 정선군 정선읍 봉양1길 145,강원특별자치도,정선군,G007,지역응급의료기관,033-560-7100,033-560-7150,37.3829238141538,128.658420530712,근로복지공단정선병원,033-560-7150,,,,,,,,,1.0,,,,Y,,Y,N1,N1,Y,5.0,N1,44.0,N1,20260523193300,N1,N1,,,N1,5.0,,,1.0,,,,,,,,1.0,,,3.0,,,,,,,149.0,,,Y,N1,A2200048,,,,,,,,,,,강원특별자치도,정선군,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48,근로복지공단정선병원,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,,강원특별자치도,정선군,,2026-05-23 19:35:48
A2200001,A2200001,연세대학교원주세브란스기독병원,"강원특별자치도 원주시 일산로 20-0 (일산동, (일산동))",강원특별자치도,원주시,G001,권역응급의료센터,033-741-0114,033-741-1641,37.34795543031888,127.9456453098751,연세대학교원주세브란스기독병원,033-741-1641,Y,Y,2.0,,7.0,2.0,2.0,6.0,3.0,5.0,17.0,Y,Y,Y,Y,Y,Y,Y,15.0,Y,245.0,Y,20260523192501,Y,Y,7.0,13.0,Y,29.0,3.0,2.0,3.0,20.0,15.0,12.0,19.0,30.0,15.0,2.0,5.0,4.0,7.0,100.0,12.0,25.0,16.0,7.0,13.0,4.0,618.0,2.0,,Y,Y,A2200001,,15.0,,,,24.0,,,,,강원특별자치도,원주시,,,3.0,8.0,4.0,2.0,3.0,2.0,6.0,2.0,15.0,20.0,40.0,2.0,4.0,8.0,2.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48,연세대학교원주세브란스기독병원,Y,Y,Y,UNKNOWN,Y,Y,Y,Y,Y,Y,UNKNOWN,Y,UNKNOWN,UNKNOWN,Y,Y,Y,Y,Y,Y,Y,Y,Y,UNKNOWN,UNKNOWN,Y,Y,Y,,,,,강원특별자치도,원주시,,2026-05-23 19:35:48
A2200024,A2200024,의료법인성지의료재단성지병원,강원특별자치도 원주시 원일로 22 (인동),강원특별자치도,원주시,G007,지역응급의료기관,033-760-3101,033-760-3119,37.3452989790958,127.954009227598,의료법인성지의료재단성지병원,033-760-3119,,,,,,,,,1.0,,,,Y,,Y,N1,N1,Y,2.0,N1,-66.0,N1,20260523193510,N1,Y,,4.0,N1,7.0,,,1.0,,,,,,4.0,,1.0,2.0,,4.0,,,,,,,135.0,,,Y,N1,A2200024,,,9.0,9.0,,,13.0,,,13.0,강원특별자치도,원주시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48,의료법인성지의료재단성지병원,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,Y,,,,,강원특별자치도,원주시,,2026-05-23 19:35:48
A2200015,A2200015,강원특별자치도원주의료원,"강원특별자치도 원주시 서원대로 387 (개운동, (개운동))",강원특별자치도,원주시,G007,지역응급의료기관,033-760-4500,033-760-4701,37.332496031537154,127.94896203327232,강원특별자치도원주의료원,033-760-4701,,,,,,,,,2.0,,,,Y,,Y,N1,N1,Y,3.0,N1,7.0,N1,20260523193501,N1,Y,,3.0,N1,8.0,,,2.0,,,,,,3.0,,1.0,1.0,,7.0,,,,,,,163.0,,,Y,N1,A2200015,,,3.0,11.0,,,,,,,강원특별자치도,원주시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48,강원특별자치도원주의료원,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,,강원특별자치도,원주시,,2026-05-23 19:35:48
A2200002,A2200002,강원특별자치도영월의료원,강원특별자치도 영월군 영월읍 중앙1로 59-  ( ),강원특별자치도,영월군,G007,지역응급의료기관,033-370-9101,033-370-9129,37.186588403987926,128.46530529870284,강원특별자치도영월의료원,033-370-9129,,Y,,,,,,,,,,Y,Y,,Y,N1,N1,Y,9.0,N1,38.0,N1,20260523193001,Y,Y,,2.0,N1,9.0,,,,,,,,,2.0,1.0,1.0,1.0,,7.0,,3.0,,,,,174.0,,,Y,N1,A2200002,0.0,,2.0,10.0,2.0,,,1.0,2.0,,강원특별자치도,영월군,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48,강원특별자치도영월의료원,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,,강원특별자치도,영월군,,2026-05-23 19:35:48
A2200037,A2200037,의료법인성심의료재단양구성심병원,강원특별자치도 양구군 양구읍 중심로 160,강원특별자치도,양구군,G007,지역응급의료기관,033-480-8803,033-480-8816,38.1047788862656,127.99119726275,의료법인성심의료재단양구성심병원,033-480-8816,,Y,,,,,1.0,,,,,Y,Y,,Y,N1,N1,Y,4.0,N1,29.0,N1,20260523193445,Y,N1,,,N1,5.0,,1.0,,,,,,,,1.0,1.0,,,1.0,,1.0,,,,,52.0,,,Y,N1,A2200037,,,,,,,,,,,강원특별자치도,양구군,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48,의료법인성심의료재단양구성심병원,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,,강원특별자치도,양구군,,2026-05-23 19:35:48
A2200046,A2200046,의료법인온세움의료재단온재병원,강원특별자치도 속초시 중앙로 11 (교동),강원특별자치도,속초시,G007,지역응급의료기관,033-639-8633,033-639-8988,38.19802124533656,128.57838660480326,의료법인온세움의료재단온재병원,033-639-8988,,,,,,,,,1.0,,,,Y,,Y,N1,N1,Y,9.0,N1,87.0,N1,20260523193449,N1,Y,,4.0,N1,9.0,,,1.0,,,,,,4.0,,1.0,1.0,,4.0,,,,,,,219.0,,,Y,N1,A2200046,,29.0,1.0,15.0,,59.0,,,,,강원특별자치도,속초시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48,의료법인온세움의료재단온재병원,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,,강원특별자치도,속초시,,2026-05-23 19:35:48
A2200012,A2200012,강원특별자치도속초의료원,강원특별자치도 속초시 영랑호반길 3 (영랑동),강원특별자치도,속초시,G006,지역응급의료센터,033-630-6000,033-630-6036,38.21622784728713,128.5891194514502,강원특별자치도속초의료원,033-630-6036,Y,Y,,,,,2.0,,1.0,,,Y,Y,,Y,N1,N1,Y,16.0,N1,53.0,N1,20260523193502,Y,Y,,3.0,N1,17.0,,2.0,1.0,,,,,,3.0,2.0,1.0,1.0,,7.0,1.0,1.0,,,,,154.0,,,Y,Y,A2200012,,,0.0,8.0,,,,,,,강원특별자치도,속초시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 19:35:48,강원특별자치도속초의료원,UNKNOWN,UNKNOWN,N,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,N,N,N,N,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Y,UNKNOWN,N,UNKNOWN,UNKNOWN,N,UNKNOWN,N,,,,,강원특별자치도,속초시,,2026-05-23 19:35:48
